GEOID,yb_min,yb_max,yb_mean,hc_mean,hc_sum
48085031630,1959.0,1988.0,1984.4545454545455,94.95454545454545,2089.0
48085032018,1978.0,1995.0,1983.04,73.04,1826.0
48085031810,1995.0,2020.0,2002.7857142857142,5.0,80.0
48085032017,1990.0,2000.0,1996.6923076923076,51.535714285714285,1443.0
48085031724,1984.0,1996.0,1988.7777777777778,32.55555555555556,293.0
48085031904,2013.0,2018.0,2015.2,1.5,9.0
48085031809,1965.0,2017.0,1984.4444444444443,25.153846153846153,327.0
48085031811,1986.0,2018.0,2003.4545454545455,6.230769230769231,81.0
48085031722,1985.0,1997.0,1993.5,8.272727272727273,91.0
48201314001,1940.0,2008.0,1978.3333333333333,44.6875,715.0
48201320602,1920.0,1991.0,1944.888888888889,40.55555555555556,730.0
48233950502,1930.0,2018.0,1987.986577181208,0.045546450994998405,428.0
48233950501,1930.0,2011.0,1971.3090909090909,3.8756756756756756,717.0
48491020119,1975.0,2019.0,2002.1129032258063,15.611940298507463,1046.0
48491020122,1920.0,2020.0,1995.446327683616,2.148861646234676,1227.0
48491020514,1976.0,2019.0,1991.1379310344828,45.89655172413793,1331.0
48491020511,1930.0,1987.0,1970.0555555555557,49.833333333333336,897.0
48491020349,1930.0,2018.0,1977.0882352941176,37.19444444444444,1339.0
48491020336,1958.0,1997.0,1985.2592592592594,55.57142857142857,1556.0
48491020517,1940.0,2012.0,1989.0588235294117,43.5,2349.0
48491021509,1860.0,2020.0,2000.3703703703704,22.129032258064516,1372.0
48491020608,1984.0,2016.0,1999.9574468085107,19.821782178217823,2002.0
48491021512,1920.0,2019.0,1993.611111111111,28.661016949152543,1691.0
48491020607,1977.0,2020.0,2001.265625,14.441666666666666,1733.0
48491021518,1920.0,2003.0,1994.111111111111,39.421052631578945,749.0
48491020346,1970.0,2017.0,2002.1818181818182,10.09375,323.0
48491021511,1920.0,2020.0,1990.468085106383,10.096774193548388,939.0
48491020337,1948.0,2011.0,1995.4473684210527,37.05263157894737,1408.0
48491020812,1895.0,2020.0,1992.424,5.550151975683891,1826.0
48491020342,1915.0,2020.0,1997.8823529411766,10.975308641975309,889.0
48491020814,1930.0,2012.0,1991.578947368421,22.692307692307693,1475.0
48491021517,1978.0,2006.0,1987.64,41.68,1042.0
48491020354,1970.0,2008.0,1993.423076923077,49.80769230769231,1295.0
48491020710,1898.0,2018.0,1993.6363636363637,21.88888888888889,788.0
48491020512,1950.0,2014.0,1991.9259259259259,24.096774193548388,747.0
48491020712,1978.0,2017.0,1998.235294117647,42.28947368421053,1607.0
48491020713,1977.0,2017.0,1994.3333333333333,31.607142857142858,885.0
48491020333,1961.0,2001.0,1986.625,51.18181818181818,1689.0
48491020606,1960.0,2015.0,1990.25,26.21153846153846,1363.0
48491020819,1900.0,2020.0,1987.0349650349651,1.7662082514734774,899.0
48491020711,1970.0,2017.0,1998.3513513513512,36.37837837837838,1346.0
48491020352,1961.0,2020.0,2003.1470588235295,25.317073170731707,1038.0
48201321401,1890.0,1957.0,1936.0,38.32142857142857,1073.0
48201323702,1970.0,1978.0,1974.090909090909,36.45454545454545,401.0
48201340203,1972.0,2001.0,1991.6969696969697,6.636363636363637,949.0
48201342002,1954.0,2016.0,1994.0333333333333,15.543478260869565,715.0
48201534001,1910.0,2017.0,1964.4782608695652,9.884615384615385,514.0
48201533902,1950.0,2005.0,1984.388888888889,14.80952380952381,311.0
48201550603,1974.0,1983.0,1980.1875,45.44444444444444,818.0
48187210508,1850.0,2019.0,1982.794952681388,1.495311167945439,1754.0
48187210608,1840.0,2019.0,1976.1530054644809,9.576315789473684,3639.0
48187210713,1950.0,2018.0,1996.0,33.99047619047619,3569.0
48039660705,1920.0,2013.0,1985.0444444444445,49.12765957446808,2309.0
48039660609,1949.0,1998.0,1980.774193548387,79.96875,2559.0
48039661902,1900.0,2019.0,1987.2892307692307,2.4508328855454056,4561.0
48039660806,1930.0,2005.0,1984.7272727272727,48.806451612903224,1513.0
48039660603,2002.0,2018.0,2008.0416666666667,2.4722222222222223,89.0
48039660608,1932.0,2005.0,1991.2941176470588,45.0,2160.0
48039660610,1960.0,2018.0,1997.576923076923,42.5,2550.0
48039660704,1932.0,2012.0,1987.608695652174,56.06382978723404,2635.0
48039660501,1944.0,2017.0,1979.8194444444443,17.844444444444445,1606.0
48039660503,1930.0,2018.0,1967.0555555555557,18.49411764705882,1572.0
48039660804,1910.0,2005.0,1971.5333333333333,65.5,2096.0
48201550601,1956.0,2002.0,1978.64,57.08,1427.0
48157674404,1930.0,2015.0,1997.4888888888888,15.28125,1956.0
48157674403,1962.0,2019.0,1996.8695652173913,15.142857142857142,742.0
48085031504,1950.0,2000.0,1982.5,99.16666666666667,3570.0
48085031611,1972.0,2014.0,1982.6176470588234,68.8529411764706,2341.0
48085031613,1972.0,1992.0,1976.85,86.2,3448.0
48413950300,1910.0,2017.0,1979.06,0.020641356431994103,896.0
48085031902,1885.0,2021.0,1966.1486486486488,14.75,1121.0
48085030537,1965.0,2019.0,2010.142857142857,73.23809523809524,3076.0
48085031815,1939.0,2016.0,1971.90625,69.15625,2213.0
48085031816,1970.0,2017.0,1988.6382978723404,29.73076923076923,1546.0
48085031808,1891.0,2014.0,1968.3658536585365,44.31707317073171,1817.0
48085030540,2007.0,2018.0,2013.3,47.1,471.0
48085030541,2003.0,2017.0,2008.45,96.71428571428571,2031.0
48085030536,2003.0,2014.0,2006.5625,85.0,2975.0
48085031665,1980.0,2013.0,1999.8947368421052,14.571428571428571,306.0
48085031334,1959.0,2001.0,1989.5714285714287,44.270270270270274,1638.0
48113013630,1979.0,1995.0,1987.0,21.25,85.0
48085031335,1945.0,2019.0,1983.34375,53.04615384615385,3448.0
48085031812,1986.0,2018.0,2005.125,47.1764705882353,802.0
48085031813,1988.0,2013.0,2005.8181818181818,2.25,45.0
48085030902,1901.0,2017.0,1983.0,2.2816901408450705,162.0
48325000802,1890.0,2018.0,1970.353448275862,5.457920792079208,2205.0
48325000104,1850.0,2019.0,1993.013043478261,0.6517213771016813,1628.0
48325000103,1845.0,2019.0,1977.1875,1.7195225916453538,4034.0
48325000302,1890.0,2017.0,1983.967359050445,0.46540600667408233,2092.0
48325000801,1885.0,2017.0,1979.298611111111,0.5896594173163726,1437.0
48325000301,1829.0,2018.0,1982.7988047808765,0.24299229152067273,1387.0
48355002101,1900.0,1973.0,1947.0,65.57894736842105,1246.0
48355002001,1906.0,1947.0,1936.3809523809523,88.52380952380952,1859.0
48355001702,1938.0,2015.0,1973.607142857143,7.982142857142857,894.0
48355002002,1900.0,1950.0,1942.5294117647059,100.23529411764706,1704.0
48355001904,1935.0,1950.0,1944.7894736842106,116.52631578947368,2214.0
48277000800,1887.0,2020.0,1971.3223140495868,2.843520782396088,1163.0
48277000900,1916.0,2019.0,1986.0585774058577,2.860042735042735,2677.0
48277001000,1909.0,1994.0,1942.8157894736842,27.75,1221.0
48277000700,1925.0,2020.0,1986.2993630573249,2.2566096423017106,1451.0
48277000500,1900.0,2020.0,1975.5315315315315,5.330882352941177,1450.0
48277000200,1848.0,2020.0,1995.0395170142701,0.28734132162771386,2422.0
48277000600,1900.0,2015.0,1972.0714285714287,5.005208333333333,961.0
48027021905,1923.0,2007.0,1985.2745098039215,51.94117647058823,2649.0
48027021908,1949.0,2018.0,1986.84,18.146616541353385,4827.0
48027021907,1938.0,1994.0,1976.121951219512,60.15909090909091,2647.0
48217960501,1910.0,2019.0,1989.5218390804598,0.32320916905444125,1128.0
48217960502,1880.0,2019.0,1984.6794258373207,0.4819059107358263,799.0
48049951200,1895.0,2020.0,1977.9910714285713,3.404524886877828,3762.0
48049950600,1920.0,2016.0,1976.0961538461538,9.94186046511628,855.0
48049950300,1899.0,2019.0,1992.1447963800906,0.45566188197767143,2857.0
48049950900,1916.0,2006.0,1964.076923076923,25.86764705882353,1759.0
48049950500,1890.0,2019.0,1986.455149501661,0.909048067860509,1929.0
48201331602,1920.0,2019.0,1982.7916666666667,9.746478873239436,692.0
48201552602,1954.0,2017.0,1980.3103448275863,19.541666666666668,1407.0
48201320601,1927.0,1962.0,1940.625,19.25,385.0
48201350601,1965.0,2018.0,1987.909090909091,6.240963855421687,1036.0
48201431401,1974.0,2006.0,1983.2,92.8,464.0
48201540502,1965.0,1998.0,1975.892857142857,26.862745098039216,1370.0
48201511301,1896.0,1930.0,1912.1739130434783,52.608695652173914,1210.0
48201223001,1935.0,2015.0,1967.9,17.025,681.0
48201330303,1930.0,2007.0,1965.0,11.117647058823529,756.0
48201334003,1955.0,2007.0,1968.8857142857144,37.810810810810814,1399.0
48201343301,1890.0,2019.0,1966.0943396226414,7.3517241379310345,1066.0
48201341501,1940.0,2005.0,1974.0408163265306,28.884615384615383,1502.0
48201341502,1929.0,2018.0,1977.2682926829268,18.112903225806452,1123.0
48201340302,1970.0,1997.0,1980.093023255814,40.45454545454545,1780.0
48201551702,1982.0,1997.0,1991.896551724138,40.51724137931034,1175.0
48201540602,1969.0,2003.0,1988.1,39.121212121212125,1291.0
48453001923,1925.0,1979.0,1958.9130434782608,81.45833333333333,1955.0
48453033000,1930.0,2015.0,1974.326923076923,34.26086956521739,3940.0
48453036900,1963.0,2013.0,1989.3857142857144,49.70422535211268,3529.0
48453001309,1900.0,2014.0,1943.5384615384614,136.69230769230768,1777.0
48453036600,1900.0,2018.0,1984.0348583877997,4.564205457463885,5687.0
48453034000,1950.0,2017.0,2000.1785714285713,11.940928270042194,2830.0
48453037400,1920.0,2018.0,1981.8092105263158,23.892857142857142,4014.0
48453030200,1949.0,1995.0,1969.0,84.77142857142857,2967.0
48453032200,1940.0,1978.0,1966.7,103.6,2072.0
48453032300,1964.0,1978.0,1972.1818181818182,74.72727272727273,822.0
48453030700,1935.0,2014.0,1977.0,41.411764705882355,2816.0
48453032000,1939.0,2017.0,1974.767857142857,39.57627118644068,2335.0
48453043500,1872.0,2019.0,1988.5333333333333,36.349514563106794,3744.0
48453042400,1900.0,2019.0,1987.5857740585775,7.54719387755102,5917.0
48453040300,1935.0,2015.0,1977.5,46.355555555555554,2086.0
48453043600,1930.0,2011.0,1979.9615384615386,18.6,1767.0
48453031800,1937.0,2000.0,1971.6875,77.21875,2471.0
48453031700,1930.0,2009.0,1984.4333333333334,102.0,3162.0
48453031000,1928.0,2018.0,1976.5384615384614,72.02439024390245,2953.0
48453002323,1900.0,2000.0,1962.2608695652175,51.5,1339.0
48453002322,1925.0,2005.0,1970.6470588235295,19.235294117647058,327.0
48453037300,1955.0,2020.0,1980.0185185185185,18.659259259259258,2519.0
